source ,,http://www.vdh.virginia.gov/coronavirus/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond City,104,51760,0,3,3,3,5,0,1,7,19,24,20,3,6,5,9,7,13,9,6,13,8,2,11,13,10,20,5,10,4,9,8,20,14,3,8,11,16,25,18,21,16,19,15,20,21,18,18,16,19,27,19,54,76,17,21,32,24,53,46,45,33,28,49,23,21,69,47,67,81,37,21,33,39,65,29,30,16,19,23,24,56,25,18,16,24,23,34,31,25,23,23,40,18,44,26,25,11,14,4,14,21,14,14,12,13,20,12,28,25,29,17,25,16,25,23,20,22,25,35,20,27,16,9,17,50,32,37,26,36,43,10,46,23,19,33,45,20,33,25,39,19,32,28,31,15,50,21,30,25,22,0,0,0,0,0,0,0,0,0,0,
Roanoke City,105,51770,0,0,1,0,1,5,0,0,3,0,1,0,1,1,2,1,1,1,3,1,0,1,2,0,0,0,0,1,2,1,5,0,0,0,2,22,16,7,0,1,0,1,2,4,3,2,0,13,2,8,4,0,0,0,8,7,0,0,5,1,0,0,6,0,1,5,3,5,7,4,5,0,14,7,2,0,5,3,15,10,15,3,0,20,7,0,14,17,5,11,19,16,0,1,3,5,35,36,0,0,29,11,3,13,10,23,17,10,5,25,6,23,1,5,5,0,16,22,6,14,5,6,8,26,13,2,41,25,9,47,42,6,4,19,41,27,9,8,0,17,4,5,10,5,8,18,2,1,19,18,0,0,0,0,0,0,0,0,0,0,
Brunswick,106,51025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,2,1,2,1,1,0,7,2,0,2,1,0,2,0,0,8,5,13,18,0,1,1,0,1,3,0,3,3,0,1,3,1,0,2,3,1,3,1,0,7,4,3,8,5,0,0,3,4,4,3,4,1,1,7,2,2,5,5,4,9,0,7,1,7,0,3,1,10,1,1,2,7,2,1,7,0,0,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,
Halifax,107,51083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,1,0,2,2,0,1,3,0,1,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,2,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,2,0,0,1,7,0,1,3,1,3,2,4,0,2,3,2,3,3,4,3,4,2,0,8,0,1,4,3,3,1,1,3,5,5,0,3,2,2,0,5,2,4,2,2,0,7,1,2,1,1,2,1,4,3,2,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,
Mecklenburg,108,51117,0,1,1,0,0,0,0,0,1,2,1,4,0,0,4,9,23,5,2,2,0,0,4,1,2,1,0,3,1,2,3,11,9,4,2,0,0,3,1,2,0,0,1,2,2,7,4,12,4,0,8,6,12,3,2,9,0,7,7,1,7,5,6,1,2,0,3,0,1,0,1,0,1,2,2,0,0,0,1,1,0,0,3,2,0,2,1,0,0,1,2,0,1,0,2,0,0,0,2,4,2,0,0,1,0,1,2,1,4,0,5,1,4,2,2,2,4,3,1,2,3,2,5,1,1,2,6,0,0,2,3,1,2,18,31,25,55,4,2,0,1,2,5,4,1,0,6,0,5,6,0,0,0,0,0,0,0,0,0,0,
Albemarle,109,51003,0,4,2,8,1,2,2,0,2,3,1,5,2,4,3,2,0,3,0,3,1,3,1,2,0,1,4,5,2,3,1,1,3,1,3,1,22,0,2,3,2,0,1,1,4,3,1,3,1,2,4,3,3,2,1,2,1,0,0,1,5,1,12,7,2,10,7,0,12,1,4,9,4,4,30,4,3,2,9,3,3,11,4,3,0,9,2,17,13,6,12,7,8,7,8,11,1,7,6,5,8,36,4,7,5,26,14,8,13,19,11,15,5,0,10,15,8,12,10,9,24,14,10,10,13,5,1,9,2,6,17,17,15,1,7,19,16,5,4,6,8,13,14,7,16,7,3,5,9,13,0,0,0,0,0,0,0,0,0,0,
Fluvanna,110,51065,0,2,0,0,0,0,0,0,1,1,0,2,2,0,3,4,0,4,2,2,17,22,2,0,2,0,2,0,1,3,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1,0,0,1,1,0,0,1,2,0,1,2,1,1,0,0,0,2,0,0,0,1,0,3,0,3,0,1,0,0,1,0,0,1,1,0,3,0,0,2,0,0,1,0,2,2,2,4,0,1,2,2,1,2,2,4,4,1,0,0,3,3,0,1,5,0,3,3,0,3,5,2,3,0,3,0,1,1,0,1,3,5,4,4,1,1,2,1,2,2,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,
Greene,111,51079,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,1,2,2,1,3,3,0,0,0,0,0,1,3,5,1,0,0,1,0,0,0,0,0,1,2,0,0,1,6,0,0,2,0,3,5,0,2,0,1,0,5,1,2,1,0,2,2,0,4,3,0,1,0,4,0,1,3,4,5,3,6,5,4,11,0,0,0,0,3,1,9,4,1,1,0,1,9,3,1,2,3,1,3,1,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,
Louisa,112,51109,0,2,1,1,1,1,1,2,1,0,1,1,0,0,2,1,3,5,0,2,0,2,1,3,0,0,0,2,2,1,0,1,1,1,0,0,2,2,1,0,3,1,0,1,2,2,0,1,0,3,0,0,0,0,1,0,1,3,3,0,2,0,4,2,1,0,2,1,0,2,0,3,1,7,0,2,0,0,1,3,0,0,1,0,2,1,0,6,1,0,1,1,1,2,3,1,0,0,1,0,0,8,3,1,1,1,1,0,1,2,1,0,5,0,4,2,2,4,0,0,2,1,2,0,5,0,0,0,0,1,0,1,3,1,3,7,1,0,1,7,5,3,0,5,1,5,6,4,4,2,0,0,0,0,0,0,0,0,0,0,
Nelson,113,51125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0,0,2,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,2,3,6,3,1,3,2,3,2,2,6,3,5,0,1,3,0,0,0,0,0,0,0,0,0,0,
Charlottesville,114,51540,0,4,2,1,0,1,1,2,1,0,4,2,0,1,0,4,1,3,0,2,3,2,0,2,1,0,0,0,3,0,1,3,1,1,1,1,4,2,0,5,0,1,0,2,1,0,0,2,0,0,0,3,0,0,1,0,0,0,2,0,6,2,8,7,5,3,3,8,9,3,0,3,0,0,6,2,2,1,2,2,2,4,2,6,1,3,0,2,3,3,4,6,11,3,4,9,2,1,4,2,2,10,7,0,2,2,10,9,10,6,9,25,8,0,15,8,2,18,6,4,14,20,7,8,13,8,2,8,15,5,8,16,9,0,1,15,17,5,1,3,4,4,1,3,2,0,1,5,4,5,0,0,0,0,0,0,0,0,0,0,
Essex,115,51057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,3,5,1,0,1,0,4,1,1,2,3,0,1,1,0,0,4,0,1,0,5,2,1,0,0,3,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,1,2,0,2,0,1,1,2,0,1,0,1,0,0,0,1,0,0,1,1,1,6,0,1,0,10,5,3,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
Gloucester,116,51073,0,0,1,3,0,1,0,1,0,0,1,1,2,3,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,2,1,1,0,0,0,3,1,1,0,1,3,1,0,0,0,0,1,0,3,0,12,1,2,0,2,7,3,1,6,2,5,6,10,3,3,3,5,4,5,6,0,2,1,2,2,0,2,0,0,5,4,4,1,1,4,5,2,2,0,4,0,1,2,3,0,0,0,0,0,0,0,0,0,0,
King and Queen,117,51097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,8,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,
King William,118,51101,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,3,1,0,4,0,1,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,1,2,0,2,0,0,0,0,0,1,1,0,3,0,7,0,0,0,2,2,1,2,0,0,2,1,3,1,0,2,1,1,2,2,1,0,1,0,0,0,1,1,0,4,4,0,3,0,1,2,7,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Lancaster,119,51103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,2,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,0,2,0,0,1,0,0,3,1,1,3,0,1,4,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,
Mathews,120,51115,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Middlesex,121,51119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,3,0,1,0,1,0,1,1,3,1,1,3,4,1,4,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northumberland,122,51133,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,1,0,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,7,0,0,0,2,1,2,3,0,0,0,1,0,3,0,1,0,2,1,2,1,0,3,0,0,1,1,1,2,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Richmond County,123,51159,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,2,0,0,1,0,1,0,44,0,13,0,13,10,43,9,2,1,0,1,2,0,0,1,43,0,1,1,1,10,0,3,0,3,57,2,2,0,0,4,9,0,0,3,0,0,1,0,1,11,0,0,0,2,2,2,0,0,1,0,0,1,0,1,2,0,1,6,16,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,5,4,3,0,1,0,0,0,2,0,0,2,1,5,0,0,2,2,0,0,0,2,0,2,0,0,0,0,1,0,1,0,4,1,0,0,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
Westmoreland,124,51193,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,2,2,0,3,3,0,1,1,0,2,2,1,5,0,1,2,2,2,1,0,3,1,0,0,0,0,0,1,0,1,0,3,2,2,4,7,2,0,0,2,3,2,6,4,0,1,0,1,1,0,0,1,1,2,0,0,0,0,0,1,3,0,1,0,0,1,7,4,1,3,0,0,0,0,8,0,2,0,6,47,12,0,0,2,1,0,0,1,2,0,0,0,0,0,1,2,1,1,0,1,0,0,0,2,0,2,0,5,7,2,0,2,1,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
Virginia Beach,125,51810,0,9,3,6,14,3,13,23,23,17,32,10,8,22,7,12,5,12,7,8,1,4,2,7,6,2,8,7,25,15,3,4,10,10,4,6,20,11,17,0,26,6,4,5,15,9,13,14,4,10,9,7,4,9,9,2,5,20,7,7,5,15,20,8,16,18,19,9,37,7,0,18,14,14,3,9,5,8,9,15,22,21,9,10,14,13,14,6,32,18,14,18,15,29,10,31,22,31,27,22,29,46,50,42,63,65,27,116,96,62,157,15,144,135,124,68,146,110,109,139,62,89,329,100,194,46,120,71,76,123,121,128,102,54,75,123,114,78,77,61,28,65,73,45,72,50,26,52,40,61,0,0,0,0,0,0,0,0,0,0,
Franklin County,126,51067,0,0,0,0,4,0,0,0,1,3,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,3,0,2,0,2,0,2,1,0,1,6,6,6,16,3,1,0,0,4,8,0,0,2,0,1,0,0,8,1,2,0,0,0,0,8,7,0,5,1,3,0,5,4,0,1,5,4,0,4,0,0,5,0,4,3,0,1,1,2,3,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,
Henry,127,51089,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,1,1,0,0,0,3,0,0,0,1,0,1,1,0,3,2,1,0,2,4,2,7,3,4,3,6,4,4,10,7,8,3,4,5,9,1,22,9,7,3,4,7,3,5,8,6,5,5,1,3,8,2,2,10,3,0,1,1,2,2,5,6,6,1,10,4,9,7,4,4,5,8,14,15,9,11,0,0,13,18,6,4,2,0,0,17,3,9,2,5,5,0,24,3,6,10,25,9,0,12,7,13,30,6,9,3,5,15,33,16,12,0,0,20,7,18,6,0,0,0,0,0,0,0,0,0,0,
Patrick,128,51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,0,1,1,0,0,1,3,0,0,1,0,0,2,1,1,4,1,0,0,0,1,2,0,0,1,0,1,3,0,0,2,1,1,0,0,1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,1,3,0,0,0,10,0,18,4,10,0,5,0,2,2,3,4,0,3,1,7,8,20,3,1,3,0,6,7,2,0,0,7,3,4,3,0,0,0,0,0,0,0,0,0,0,
Martinsville,129,51690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,8,4,1,4,0,0,0,3,2,2,0,0,0,1,5,1,1,2,6,1,2,0,2,1,1,0,0,0,2,2,0,1,0,0,1,1,9,0,0,0,2,2,4,0,2,1,1,4,1,11,3,3,3,5,0,0,5,6,5,1,3,0,0,11,2,2,2,0,0,0,6,1,3,0,9,1,2,2,6,5,12,6,7,3,3,4,10,9,2,0,1,15,4,5,6,0,0,0,0,0,0,0,0,0,0,
Isle of Wight,130,51093,0,0,0,1,0,0,1,1,3,3,7,0,4,1,0,1,0,4,3,2,27,0,3,6,14,3,0,2,2,1,0,0,2,0,3,0,3,0,0,0,0,1,1,2,2,3,2,2,1,0,1,1,0,0,4,0,1,1,1,2,0,1,0,0,1,1,1,0,0,4,1,0,4,5,0,3,4,1,0,0,4,2,0,2,0,0,1,2,0,2,2,0,3,1,8,0,1,1,2,0,5,4,3,1,5,5,5,6,7,2,2,11,3,5,6,8,6,12,6,5,6,6,6,0,10,0,4,5,2,6,7,15,10,2,5,8,5,4,0,3,11,14,9,5,2,6,6,7,2,11,0,0,0,0,0,0,0,0,0,0,
Southampton,131,51175,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,7,1,1,1,52,4,0,40,0,0,0,10,0,0,2,0,1,0,0,1,2,0,0,0,1,2,1,0,0,2,0,0,1,0,4,2,0,0,1,2,0,0,1,0,2,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,1,0,0,2,1,2,2,3,8,3,2,0,7,2,5,1,3,0,1,5,7,2,5,2,3,0,0,5,2,2,2,5,2,2,8,7,3,0,7,11,0,15,8,2,6,1,1,0,9,0,0,0,0,0,0,0,0,0,0,
Franklin City,132,51620,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,2,0,3,0,0,0,2,1,0,1,0,0,2,1,1,3,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,2,3,0,0,2,0,4,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,1,1,0,1,1,1,1,3,3,5,3,1,5,2,1,2,3,0,4,2,4,3,0,1,1,5,4,2,5,1,2,2,1,6,22,4,5,1,16,4,3,1,3,3,13,4,0,5,2,7,1,2,18,0,0,0,0,0,0,0,0,0,0,
Suffolk,133,51800,0,0,0,0,0,2,1,2,0,4,10,2,6,2,1,0,4,5,8,3,6,2,6,5,11,10,1,19,15,10,2,3,6,0,5,2,15,6,3,12,0,15,2,1,1,6,0,1,3,2,0,34,5,4,5,0,5,4,5,7,5,5,3,5,0,3,3,1,1,1,1,2,2,1,0,2,0,5,3,4,4,3,1,2,1,1,4,3,9,12,3,5,4,4,4,1,5,11,6,5,16,2,8,6,13,17,17,22,9,19,19,39,21,14,29,25,24,32,23,17,29,36,24,28,34,26,15,12,33,25,33,20,29,26,17,47,27,24,15,19,18,17,28,22,24,13,20,18,7,20,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
