,source ,,http://www.vdh.virginia.gov/coronavirus/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Northumberland,122,51133,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,6,6,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,11,15,15,17,18,18,20,21,21,22,22,22,23,23,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0
,Richmond County,123,51159,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,5,5,5,5,7,7,7,8,8,9,9,53,53,66,66,79,89,132,141,143,144,142,143,145,145,143,144,187,187,188,189,190,200,200,203,201,204,261,263,265,263,263,267,276,275,275,278,275,275,276,275,276,287,287,287,287,289,291,293,293,289,290,290,290,291,291,292,294,294,295,0,0,0,0,0,0,0,0,0,0,0,0
,Westmoreland,124,51193,0,0,0,0,0,0,0,0,0,1,2,2,3,3,5,5,8,8,8,8,8,8,9,9,10,10,10,10,12,14,14,17,20,20,21,22,21,23,25,26,31,30,31,33,35,37,38,38,41,42,42,42,42,42,42,43,42,43,43,46,48,50,54,61,63,63,63,65,68,70,76,80,80,81,81,82,83,83,83,84,85,87,87,87,87,87,0,0,0,0,0,0,0,0,0,0,0,0
Virginia Beach,Virginia Beach,125,51810,17,26,29,35,49,52,65,88,111,128,160,170,178,200,207,219,224,236,243,251,252,256,258,265,271,273,281,288,313,328,331,335,345,355,359,365,385,396,413,413,439,445,449,454,469,478,491,505,509,519,528,535,539,548,557,559,564,584,591,598,603,618,638,646,662,680,699,708,745,752,752,770,784,798,801,810,815,823,832,847,869,890,899,909,923,936,0,0,0,0,0,0,0,0,0,0,0,0
West Piedmont,Franklin County,126,51067,1,1,1,1,5,5,5,5,6,9,10,10,10,11,12,13,13,14,14,14,15,15,15,15,15,15,16,16,17,17,19,19,19,19,20,21,21,21,22,23,23,23,23,24,25,26,27,28,28,30,30,30,30,30,30,30,30,30,31,32,32,33,34,35,35,35,36,36,36,36,36,37,38,39,40,40,41,41,42,42,43,43,43,43,46,46,0,0,0,0,0,0,0,0,0,0,0,0
,Henry,127,51089,0,0,0,0,0,1,1,2,2,3,3,3,3,4,4,5,5,8,8,8,8,8,8,10,10,10,10,10,10,10,12,13,14,15,16,16,16,16,19,19,19,19,20,20,21,22,22,25,27,28,28,30,34,36,43,46,50,53,59,63,67,77,84,92,95,99,104,113,114,136,145,152,155,159,166,169,174,182,188,193,198,199,202,210,212,214,0,0,0,0,0,0,0,0,0,0,0,0
,Patrick,128,51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,5,6,6,6,6,6,8,9,10,12,12,13,14,14,14,15,18,18,18,19,19,19,21,22,23,27,28,28,28,28,29,31,31,31,32,32,33,36,0,0,0,0,0,0,0,0,0,0,0,0
,Martinsville,129,51690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,5,8,16,20,21,25,24,24,24,27,29,31,31,31,31,32,37,38,39,41,47,48,50,50,52,53,54,54,54,54,56,58,58,0,0,0,0,0,0,0,0,0,0,0,0
Western Tidewater,Isle of Wight,130,51093,2,2,2,3,3,3,4,5,8,11,18,18,22,23,23,24,24,28,31,33,60,60,63,69,83,86,86,88,90,91,91,91,93,93,96,96,99,99,99,99,99,100,101,103,105,108,110,112,113,113,114,115,115,115,119,119,120,121,122,124,124,125,125,125,126,127,128,128,128,132,133,133,137,142,142,145,149,150,150,150,154,156,156,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0
,Southampton,131,51175,0,0,1,1,1,1,1,1,2,4,5,5,5,5,5,5,5,5,5,5,6,6,6,7,9,16,17,18,19,71,75,75,115,115,115,115,125,125,125,127,127,128,128,128,129,131,131,131,131,132,134,135,135,135,137,137,137,138,137,141,143,143,143,144,146,146,146,147,147,149,150,150,152,152,153,153,153,154,155,155,155,155,155,155,154,154,0,0,0,0,0,0,0,0,0,0,0,0
,Franklin City,132,51620,0,0,0,0,0,0,1,1,1,3,4,4,4,4,5,6,6,6,6,7,7,7,9,9,12,12,12,12,14,15,15,16,16,16,18,19,20,23,23,23,23,23,23,23,23,25,26,26,26,25,26,27,27,29,32,32,32,34,34,38,38,39,39,39,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0
,Suffolk,133,51800,1,1,1,1,1,3,4,6,6,10,20,22,28,30,31,31,35,40,48,51,57,59,65,70,81,91,92,111,126,136,138,141,147,147,152,154,169,175,178,190,190,205,207,208,209,215,215,216,219,221,221,255,260,264,269,269,274,278,283,290,295,300,303,308,308,311,314,315,316,317,318,320,322,323,323,325,325,330,333,337,341,344,345,347,348,349,0,0,0,0,0,0,0,0,0,0,0,0
